chr	start	end	name	log2fc	pval
chr11	67454939	67456173	316		
chr11	67586674	67587086	25		
chr11	67587281	67587618	18		
chr11	67587640	67587882	16		
chr11	67798260	67799318	167		
chr11	67921374	67922908	800		
chr11	67966016	67967082	652		
chr11	68385823	68387449	700		
chr11	68399567	68400523	215		
chr11	68431816	68432771	118		
chr11	68503084	68504236	342		
chr11	68623418	68624065	55		
chr11	68691168	68693266	1053		
chr11	68852035	68853097	1252		
chr11	68853302	68853692	179		
chr11	68901542	68902383	958		
chr11	68939491	68940400	109		
chr11	68954523	68954818	88		
chr11	68956348	68957673	581		
chr11	68967442	68968482	349		
chr11	68973358	68974139	187		
chr11	69008060	69008708	207		
chr11	69012020	69012427	127		
chr11	69015603	69016620	648		
chr11	69037043	69037454	430		
chr11	69039714	69040980	1119		
chr11	69041393	69041760	333		
chr11	69045626	69046351	244		
chr11	69058927	69059516	483		
chr11	69059716	69060692	1099		
chr11	69063150	69063475	346		
chr11	69063590	69064057	360		
chr11	69070234	69071329	502		
chr11	69088148	69089451	1643		
chr11	69095247	69096382	978		
chr11	69098943	69099907	639		
chr11	69110516	69111381	156		
chr11	69117705	69118701	732		
chr11	69121787	69123465	1258		
chr11	69123618	69124190	533		
chr11	69125320	69125774	292		
chr11	69134069	69134759	78		
chr11	69235394	69236279	53		
chr11	69245176	69245968	32		
chr11	69258077	69258320	8		
chr11	69323421	69323849	224		
chr11	69323969	69324513	256		
chr11	69326271	69326745	121		
chr11	69331892	69332559	236		
chr11	69340358	69341236	294		
chr11	69368377	69369521	1101		
chr11	69394837	69396491	1237		
chr11	69397375	69398222	511		
chr11	69408872	69409555	472		
chr11	69409669	69411712	1510		
chr11	69415754	69416011	114		
chr11	69417871	69418816	622		
chr11	69419188	69420344	671		
chr11	69452386	69453240	63		
chr11	69546472	69547364	158		
chr11	69559000	69559224	8		
chr11	69559506	69560419	100		
chr11	69578877	69579359	386		
chr11	69579825	69581878	1959		
chr11	69604810	69606061	435		
chr11	69621615	69622541	325		
chr11	69632866	69633691	967		
chr11	69661879	69663178	598		
chr11	69670911	69672374	2059		
chr11	69681259	69682040	689		
chr11	69682126	69682385	70		
chr11	69694995	69696259	563		
chr11	69757886	69758593	205		
chr11	69758710	69759724	422		
chr11	69765862	69767038	1386		
chr11	69784613	69785413	52		
chr11	69795527	69796105	229		
chr11	69802480	69803421	238		
chr11	69803610	69804348	161		
chr11	69837015	69838358	751		
chr11	69838467	69838965	344		
chr11	69846064	69847516	828		
chr11	69879765	69881797	794		
chr11	69900637	69902344	1340		
chr11	69913676	69914749	874		
chr11	69919890	69921334	1750		
chr11	69921784	69922238	227		
chr11	69935254	69936434	228		
chr11	69946658	69948260	348		
chr11	69966383	69966952	41		
chr11	69979797	69981837	2002		
chr11	69991045	69991486	289		
chr11	69991614	69992185	664		
chr11	69995764	69997293	2266		
chr11	70000586	70001168	556		
chr11	70014586	70015464	431		
chr11	70018467	70018898	132		
chr11	70020994	70021508	137		
chr11	70026941	70027633	94		
chr11	70130924	70131351	23		
chr11	70166900	70167275	8		
chr11	70213904	70214721	71		
chr11	70220326	70221069	388		
chr11	70221191	70222098	503		
chr11	70228334	70229751	877		
chr11	70229915	70230143	137		
chr11	70237275	70237859	326		
chr11	70238003	70238578	432		
chr11	70239074	70240413	977		
chr11	70254479	70255406	114		
chr11	70409492	70410376	737		
chr11	70432075	70433295	685		
chr11	70451643	70452651	396		
chr11	70458797	70460103	528		
chr11	70465724	70466167	16		
chr11	70519999	70520615	79		
chr11	70525050	70525948	562		
chr11	70539637	70540869	591		
chr11	70562372	70563773	1257		
chr11	70614936	70615702	49		
chr11	70646504	70647044	462		
chr11	70647257	70648208	841		
chr11	70653385	70655005	2230		
chr11	70655109	70655460	202		
chr11	70668407	70668843	172		
chr11	70668948	70670050	802		
chr11	70687219	70688571	1189		
chr11	70699901	70701616	1360		
chr11	70763867	70764953	696		
chr11	70844396	70845612	1041		
chr11	70969326	70970016	595		
chr11	70970162	70970941	629		
chr11	70982276	70983061	832		
chr11	71003660	71004527	713		
chr11	71004654	71004920	73		
chr11	71018680	71019301	642		
chr11	71019531	71020328	622		
chr11	71750595	71751784	414		
chr11	71774248	71774564	8		
chr11	72041827	72042745	124		
chr11	72050902	72051202	17		
chr11	72135207	72136219	318		
chr11	72206659	72208096	1392		
chr11	72214532	72215698	877		
chr11	72266238	72267169	59		
chr11	72301573	72302803	406		
chr11	72361669	72362329	35		
chr11	72410623	72411749	644		
chr11	72440842	72441980	768		
chr11	72458376	72458620	13		
chr11	72488651	72489993	778		
chr11	72576513	72577142	33		
chr11	72606783	72607097	227		
chr11	72607217	72608499	2144		
chr11	72689703	72690846	1106		
chr11	72795290	72796953	1915		
chr11	72940552	72941072	66		
chr11	72960974	72961918	143		
chr11	73018605	73019709	310		
chr11	73031098	73031325	17		
chr11	73047759	73048696	1027		
chr11	73137598	73138393	309		
chr11	73160097	73160971	142		
chr11	73176408	73177046	781		
chr11	73177151	73178117	1123		
chr11	73198561	73199892	985		
chr11	73281631	73281966	21		
chr11	73323970	73324657	53		
chr11	74521950	74523210	398		
chr11	74610842	74611262	23		
chr11	74637788	74638959	591		
chr11	74648982	74649259	81		
chr11	74649394	74650343	1036		
chr11	74722989	74724878	2005		
chr11	74770528	74771475	582		
chr11	74829886	74830317	217		
chr11	74830541	74830757	115		
chr11	74830891	74832245	1542		
chr11	74837850	74839015	478		
chr11	74896438	74898557	1445		
chr11	74925265	74926658	1294		
chr11	75013243	75013467	9		
chr11	75168056	75169184	739		
chr11	75172682	75173073	120		
chr11	75173223	75173716	270		
chr11	75178353	75179320	399		
chr11	75189911	75190538	448		
chr11	75193207	75194546	460		
chr11	75213433	75214132	20		
chr11	75279337	75279706	20		
chr11	75297390	75297929	23		
chr11	75347768	75349014	607		
chr11	75421518	75422604	80		
chr11	75454010	75454992	450		
chr11	75460726	75461145	168		
chr11	75461616	75462872	1312		
chr11	75467942	75468457	60		
chr11	75486761	75487703	1053		
chr11	75509934	75510787	485		
chr11	75513553	75514092	150		
chr11	75530652	75532963	1113		
chr11	75588061	75588981	896		
chr11	75599769	75600113	51		
chr11	75630444	75630785	155		
chr11	75630953	75631769	573		
chr11	75650575	75652148	950		
chr11	75655714	75656652	718		
chr11	75678843	75679061	92		
chr11	75679221	75680376	1450		
chr11	75732874	75734189	1433		
chr11	75795094	75796229	88		
chr11	75937365	75937605	5		
chr11	75966238	75967223	511		
chr11	75999832	76000283	38		
chr11	76026251	76027847	921		
chr11	76178971	76180169	949		
chr11	76201689	76202736	478		
chr11	76216861	76217641	536		
chr11	76243176	76244334	965		
chr11	76292694	76292894	10		
chr11	76397974	76399542	1068		
chr11	76406846	76407762	670		
chr11	76436573	76437473	122		
chr11	76493888	76495471	902		
chr11	76571176	76571604	28		
chr11	76612792	76613096	18		
chr11	76622342	76623907	371		
chr11	76679750	76680679	67		
chr11	76681192	76681549	32		
chr11	76762881	76763661	756		
chr11	76845919	76847072	945		
chr11	76847212	76847423	66		
chr11	76945239	76946374	837		
chr11	76997460	76997823	48		
chr11	76998040	76998712	36		
chr11	77077688	77078851	886		
chr11	77215705	77217101	1374		
chr11	77348199	77349923	1316		
chr11	77449526	77451421	303		
chr11	77451620	77451876	41		
chr11	77462094	77463451	542		
chr11	77489329	77490103	619		
chr11	77492912	77493158	152		
chr11	77493279	77494209	1155		
chr11	77508290	77508639	65		
chr11	77512665	77513354	426		
chr11	77513533	77513930	139		
chr11	77514728	77515678	264		
chr11	77606608	77608361	1908		
chr11	77630168	77630591	55		
chr11	77685741	77685959	143		
chr11	77686162	77687964	2683		
chr11	77763242	77764242	836		
chr11	77766568	77766901	85		
chr11	77793415	77793852	30		
chr11	77800642	77802218	242		
chr11	77802336	77803066	68		
chr11	77896857	77897069	12		
chr11	77981939	77982382	365		
chr11	77982729	77984992	1915		
chr11	78032220	78032886	260		
chr11	78037636	78038570	510		
chr11	78079780	78080817	556		
chr11	78094268	78095441	734		
chr11	78115066	78115969	244		
chr11	78164453	78166013	871		
chr11	78176358	78177102	482		
chr11	78178076	78178951	322		
chr11	78182772	78183629	806		
chr11	78188363	78189590	585		
chr11	78194554	78195421	123		
chr11	78245012	78246574	1563		
chr11	78261679	78262761	970		
chr11	78301226	78302119	209		
chr11	78328047	78329043	589		
chr11	78343283	78344101	270		
chr11	78360268	78360632	22		
chr11	78465609	78466295	331		
chr11	78497114	78498104	101		
chr11	78499307	78499871	51		
chr11	78511665	78512867	1092		
chr11	78535036	78535336	114		
chr11	78535568	78536245	646		
chr11	78536373	78537017	679		
chr11	78550157	78551206	536		
chr11	78566913	78567277	12		
chr11	78696760	78697489	581		
chr11	78697668	78698186	191		
chr11	78751146	78752047	442		
chr11	78826155	78827103	350		
chr11	78924677	78925871	214		
chr11	78935385	78936023	49		
chr11	78983647	78984981	384		
chr11	79145372	79146531	1063		
chr11	79224725	79225043	18		
chr11	79253374	79254715	1411		
chr11	79339038	79340469	1435		
chr11	79494986	79495626	34		
chr11	79529542	79530050	28		
chr11	79590886	79591569	37		
chr11	79660233	79661090	55		
chr11	79703644	79704510	665		
chr11	79704666	79705081	160		
chr11	79710951	79712223	801		
chr11	79729609	79729833	1		
chr11	79961746	79962957	729		
chr11	79973467	79974630	95		
chr11	79992504	79994120	1538		
chr11	80080074	80081320	851		
chr11	80089107	80090013	400		
chr11	80141611	80142647	629		
chr11	80154033	80155681	479		
chr11	80183460	80184487	749		
chr11	80209007	80209970	953		
chr11	80289840	80290152	10		
chr11	80300559	80302069	673		
chr11	80377491	80378318	511		
chr11	80382739	80384482	1488		
chr11	80428586	80429645	1215		
chr11	80476659	80477645	445		
chr11	80602922	80603213	13		
chr11	80778974	80780092	805		
chr11	80810064	80810991	268		
chr11	80821355	80821844	22		
chr11	81612228	81612428	11		
chr11	82058014	82058214	10		
chr11	82387357	82387731	17		
chr11	82389137	82389640	22		
chr11	82746767	82747287	37		
chr11	82763705	82765156	1100		
chr11	82780611	82782035	1346		
chr11	82845552	82846003	17		
chr11	82870289	82871304	785		
chr11	82889678	82890667	428		
chr11	82907819	82908478	416		
chr11	82911382	82911894	99		
chr11	82930805	82933485	2153		
chr11	82951612	82953583	1177		
chr11	82970862	82971504	28		
chr11	82990841	82992121	458		
chr11	83019570	83020858	180		
chr11	83039864	83040454	33		
chr11	83065087	83067228	498		
chr11	83116880	83117278	3		
chr11	83191316	83192259	238		
chr11	83223651	83224026	15		
chr11	83224438	83224980	46		
chr11	83270769	83271718	248		
chr11	83291201	83292530	582		
chr11	83298492	83299436	640		
chr11	83302363	83303412	1001		
chr11	83392515	83393177	34		
chr11	83409347	83410265	283		
chr11	83440256	83441183	173		
chr11	83462430	83463363	345		
chr11	83472689	83472927	100		
chr11	83473039	83473997	968		
chr11	83576775	83577122	17		
chr11	83577880	83578432	24		
chr11	83591623	83591823	15		
chr11	83592026	83592295	23		
chr11	83592406	83592918	23		
chr11	83704176	83704706	27		
chr11	83753316	83754399	546		
chr11	83941691	83942750	766		
chr11	83964038	83964964	670		
chr11	84067864	84068755	241		
chr11	84129013	84130004	657		
chr11	84179101	84180521	792		
chr11	84512932	84513580	450		
chr11	84513683	84514078	132		
chr11	84522868	84523186	23		
chr11	84525261	84525910	38		
chr11	84642412	84642827	19		
chr11	84818252	84819552	937		
chr11	84827774	84828014	52		
chr11	84828282	84829461	711		
chr11	84869412	84870214	655		
chr11	84870328	84871412	1200		
chr11	84879549	84880930	1044		
chr11	84915796	84916697	567		
chr11	84957481	84958910	292		
chr11	85139097	85140026	961		
chr11	85140236	85140792	416		
chr11	85182852	85183387	41		
chr11	85234015	85235551	1362		
chr11	85310626	85311098	375		
chr11	85311268	85312437	1242		
chr11	85352326	85353692	730		
chr11	85524132	85524360	6		
chr11	85525331	85525531	15		
chr11	85525692	85526056	26		
chr11	85832060	85833773	672		
chr11	85843462	85843732	42		
chr11	85843890	85844801	251		
chr11	85895077	85895281	10		
chr11	86200816	86201188	155		
chr11	86201318	86202196	802		
chr11	86256944	86258069	571		
chr11	86356901	86358352	1870		
chr11	86472967	86473288	16		
chr11	86483943	86484444	254		
chr11	86484616	86485459	612		
chr11	86543975	86545516	1262		
chr11	86585059	86586955	423		
chr11	86683248	86684598	1258		
chr11	86756339	86757761	1629		
chr11	86757866	86758596	570		
chr11	86807007	86807970	672		
chr11	86813721	86815165	283		
chr11	86894076	86894276	9		
chr11	86992604	86993798	1189		
chr11	87073293	87074500	517		
chr11	87086089	87087175	752		
chr11	87108357	87108830	280		
chr11	87109200	87110112	687		
chr11	87126569	87127851	951		
chr11	87216419	87217008	99		
chr11	87217466	87217743	30		
chr11	87247291	87247600	8		
chr11	87358011	87359392	701		
chr11	87389341	87389547	22		
chr11	87403783	87404829	419		
chr11	87422212	87422693	99		
chr11	87422855	87423146	30		
chr11	87426149	87426516	50		
chr11	87426632	87426846	24		
chr11	87442604	87443410	137		
chr11	87447995	87448778	147		
chr11	87461763	87462476	121		
chr11	87470801	87471607	133		
chr11	87578128	87579287	618		
chr11	87590979	87591761	702		
chr11	87592104	87592807	734		
chr11	87639009	87639547	73		
chr11	87662545	87663350	43		
chr11	87736644	87738093	967		
chr11	87748901	87749411	17		
chr11	87755674	87756574	94		
chr11	87756730	87757669	96		
chr11	87852906	87853718	271		
chr11	87986374	87987899	1250		
chr11	88046989	88048816	1806		
chr11	88067637	88069561	2243		
chr11	88087160	88087560	34		
chr11	88098645	88099898	1216		
chr11	88114809	88115030	13		
chr11	88131584	88131987	18		
chr11	88161088	88162120	116		
chr11	88187484	88188326	65		
chr11	88203811	88205075	863		
chr11	88215375	88216368	103		
chr11	88234775	88235245	26		
chr11	88235448	88235986	33		
chr11	88599277	88599530	4		
chr11	88717191	88719124	1756		
chr11	88803144	88803844	28		
chr11	88862953	88864619	968		
chr11	88864755	88865107	199		
chr11	88873217	88873989	66		
chr11	88895587	88896080	35		
chr11	88897415	88897817	22		
chr11	88954878	88955474	149		
chr11	88973875	88974625	467		
chr11	88999394	89001042	1318		
chr11	89059585	89060841	809		
chr11	89081729	89082068	19		
chr11	89100755	89101485	122		
chr11	89186880	89187173	10		
chr11	89298462	89298731	27		
chr11	89301833	89302999	156		
chr11	90002364	90003251	181		
chr11	90030505	90031489	143		
chr11	90033231	90033736	64		
chr11	90129795	90130106	14		
chr11	90169863	90170146	16		
chr11	90249437	90250684	888		
chr11	90369531	90369731	11		
chr11	90389219	90391267	548		
chr11	90417764	90418560	68		
chr11	90637539	90639017	1637		
chr11	90687047	90687927	203		
chr11	90833779	90834145	27		
chr11	93884877	93886787	2130		
chr11	93955034	93956389	716		
chr11	93967713	93968420	360		
chr11	93968622	93968858	44		
chr11	93995415	93995834	287		
chr11	93996023	93997122	1544		
chr11	94044212	94044940	92		
chr11	94148801	94149626	145		
chr11	94160645	94160892	15		
chr11	94210465	94211031	358		
chr11	94211463	94212691	1251		
chr11	94242914	94243351	30		
chr11	94265178	94265850	44		
chr11	94276794	94277569	56		
chr11	94320921	94322462	1677		
chr11	94327449	94328839	804		
chr11	94392345	94392952	20		
chr11	94473161	94474616	254		
chr11	94491153	94491544	21		
chr11	94497793	94498106	14		
chr11	94499568	94499898	24		
chr11	94521131	94521820	103		
chr11	94548531	94549355	422		
chr11	94564556	94564764	13		
chr11	94601263	94602321	392		
chr11	94629469	94630573	1162		
chr11	94653497	94654434	545		
chr11	94676693	94677787	834		
chr11	94741914	94742251	19		
chr11	94873550	94874114	22		
chr11	94929271	94929471	11		
chr11	94936280	94938023	364		
chr11	94955552	94955839	11		
chr11	94956084	94956297	9		
chr11	94972711	94973453	101		
chr11	94975259	94976367	127		
chr11	94979194	94979394	20		
chr11	94990940	94993114	1665		
chr11	95006760	95007074	43		
chr11	95009499	95010617	241		
chr11	95040725	95041446	556		
chr11	95041666	95042350	183		
chr11	95075933	95077278	533		
chr11	95120150	95120350	11		
chr11	95121330	95121715	9		
chr11	95145270	95145600	21		
chr11	95145883	95146371	39		
chr11	95258725	95259898	492		
chr11	95309182	95309651	343		
chr11	95309770	95310281	868		
chr11	95310451	95311028	464		
chr11	95336561	95337860	695		
chr11	95384658	95385608	859		
chr11	95414047	95415199	780		
chr11	95513742	95515033	156		
chr11	95587339	95587681	28		
chr11	95610331	95610740	18		
chr11	95666385	95666733	70		
chr11	95666938	95667746	453		
chr11	95712461	95713861	1317		
chr11	95728999	95729376	19		
chr11	95796481	95797047	53		
chr11	95823920	95825488	827		
chr11	95841088	95842485	560		
chr11	95858317	95860043	1083		
chr11	96005553	96005968	18		
chr11	96034418	96035457	859		
chr11	96064313	96065775	1175		
chr11	96074269	96075732	703		
chr11	96076122	96076390	93		
chr11	96271683	96271883	12		
chr11	96284418	96284783	23		
chr11	96286380	96287071	47		
chr11	96299193	96299491	22		
chr11	96303295	96304197	87		
chr11	96314764	96315139	60		
chr11	96318243	96319543	334		
chr11	96332534	96333426	60		
chr11	96340716	96341270	66		
chr11	96341545	96342279	89		
chr11	96345583	96346154	59		
chr11	96351779	96353655	265		
chr11	96776979	96777630	384		
chr11	96777784	96778122	72		
chr11	96788759	96789922	942		
chr11	96823658	96824128	92		
chr11	96828869	96829991	1072		
chr11	96830170	96830696	360		
chr11	96849535	96850623	441		
chr11	96861557	96862084	137		
chr11	96875806	96876075	14		
chr11	96915920	96916569	356		
chr11	96916772	96917081	73		
chr11	96943449	96944524	361		
chr11	96966940	96967722	90		
chr11	96976806	96977730	941		
chr11	96978019	96978500	368		
chr11	96997153	96997776	34		
chr11	97021887	97022551	224		
chr11	97029811	97030482	259		
chr11	97041045	97042164	649		
chr11	97050575	97051426	329		
chr11	97114639	97115571	43		
chr11	97126921	97127691	105		
chr11	97138617	97139493	65		
chr11	97149693	97149991	110		
chr11	97150219	97151785	1162		
chr11	97186802	97187064	104		
chr11	97187261	97187974	988		
chr11	97188208	97188920	463		
chr11	97279383	97281018	1571		
chr11	97309627	97310362	149		
chr11	97315263	97315569	42		
chr11	97315768	97316423	291		
chr11	97362289	97363616	1379		
chr11	97404339	97405139	103		
chr11	97415190	97416342	791		
chr11	97427881	97428708	50		
chr11	97434898	97435275	58		
chr11	97440143	97441014	493		
chr11	97450117	97451016	166		
chr11	97511634	97512166	23		
chr11	97531920	97532271	40		
chr11	97546496	97547297	61		
chr11	97574867	97575836	161		
chr11	97629137	97630053	170		
chr11	97659814	97660356	553		
chr11	97660501	97660776	182		
chr11	97663076	97664499	1551		
chr11	97685410	97686620	205		
chr11	97699007	97700774	1199		
chr11	97702585	97703155	524		
chr11	97703398	97703910	596		
chr11	97743980	97745203	1020		
chr11	97765974	97767042	994		
chr11	97781605	97782942	1100		
chr11	97799011	97801014	2000		
chr11	97823058	97823264	15		
chr11	97840684	97841671	168		
chr11	97883433	97884042	426		
chr11	97884197	97884844	278		
chr11	97971193	97971396	13		
chr11	97986081	97986720	278		
chr11	97987752	97988958	1470		
chr11	97994732	97996197	231		
chr11	98002861	98003211	7		
chr11	98022013	98022954	549		
chr11	98026767	98027744	1187		
chr11	98035945	98036202	14		
chr11	98052241	98053426	78		
chr11	98121638	98121887	11		
chr11	98148839	98150498	2081		
chr11	98192582	98193834	852		
chr11	98202132	98202610	353		
chr11	98202736	98204474	1913		
chr11	98294435	98295156	216		
chr11	98327609	98328362	30		
chr11	98338430	98339323	182		
chr11	98342355	98342736	49		
chr11	98348300	98349099	96		
chr11	98357946	98359142	690		
chr11	98383864	98385031	219		
chr11	98399986	98400867	425		
chr11	98412130	98413367	781		
chr11	98438444	98439108	501		
chr11	98457325	98458305	206		
chr11	98545372	98545975	43		
chr11	98550788	98551688	247		
chr11	98586568	98587570	704		
chr11	98588225	98588469	69		
chr11	98682020	98682224	62		
chr11	98682530	98683465	1108		
chr11	98728875	98729488	439		
chr11	98741454	98742934	1385		
chr11	98774149	98775314	955		
chr11	98783068	98783510	39		
chr11	98789132	98789714	163		
chr11	98794606	98796981	2756		
chr11	98809258	98810601	1023		
chr11	98836725	98837385	199		
chr11	98863220	98864507	882		
chr11	98907329	98907623	36		
chr11	98907778	98908379	66		
chr11	98918647	98919122	47		
chr11	98936397	98936627	68		
chr11	98937042	98938508	779		
chr11	98941689	98942173	141		
chr11	98959723	98961533	917		
chr11	98982095	98982969	131		
chr11	99023712	99024260	134		
chr11	99024411	99024824	101		
chr11	99040570	99042802	632		
chr11	99042813	99043124	61		
chr11	99229759	99231186	1267		
chr11	99243572	99244344	166		
chr11	99385369	99386753	533		
chr11	100145249	100145886	34		
chr11	100319435	100319662	95		
chr11	100319945	100321192	1314		
chr11	100355227	100356573	452		
chr11	100388433	100388774	24		
chr11	100395638	100396046	151		
chr11	100396210	100397768	1598		
chr11	100413926	100415272	534		
chr11	100415475	100416096	169		
chr11	100440449	100441339	485		
chr11	100471902	100472831	917		
chr11	100493402	100494196	84		
chr11	100527091	100527972	657		
chr11	100528082	100528411	106		
chr11	100545272	100546067	116		
chr11	100574654	100575488	380		
chr11	100618781	100620190	1371		
chr11	100622892	100623422	497		
chr11	100640042	100640505	7		
chr11	100673051	100673363	10		
chr11	100702773	100703130	26		
chr11	100703715	100704286	77		
chr11	100711965	100712527	425		
chr11	100713923	100714237	54		
chr11	100737433	100738263	854		
chr11	100738464	100738705	76		
chr11	100759786	100759986	11		
chr11	100761618	100762201	56		
chr11	100770365	100771376	352		
chr11	100822123	100822917	68		
chr11	100849706	100851042	1252		
chr11	100859786	100860943	301		
chr11	100931277	100932039	83		
chr11	100938385	100939497	1419		
chr11	100952189	100952416	11		
chr11	100968591	100970581	2217		
chr11	100983202	100983617	51		
chr11	101008936	101010587	793		
chr11	101069765	101070654	459		
chr11	101082057	101083211	625		
chr11	101086938	101087814	475		
chr11	101095000	101095948	520		
chr11	101119081	101119901	844		
chr11	101120113	101120628	229		
chr11	101140086	101140666	65		
chr11	101143782	101144006	12		
chr11	101155691	101156266	42		
chr11	101169864	101171377	1259		
chr11	101172174	101172415	116		
chr11	101225614	101226541	734		
chr11	101231229	101232373	257		
chr11	101245911	101247472	903		
chr11	101253193	101254318	595		
chr11	101260103	101261372	280		
chr11	101278317	101279327	477		
chr11	101301569	101302381	684		
chr11	101315647	101316908	1264		
chr11	101330858	101332641	229		
chr11	101416736	101417716	723		
chr11	101424230	101425805	1085		
chr11	101442358	101443208	709		
chr11	101448364	101449322	326		
chr11	101465213	101466380	1032		
chr11	101467738	101468565	593		
chr11	101552071	101552607	396		
chr11	101552794	101553666	779		
chr11	101581959	101582695	169		
chr11	101604555	101605003	30		
chr11	101626821	101627397	141		
chr11	101627872	101628566	455		
chr11	101641109	101641781	141		
chr11	101645893	101646601	134		
chr11	101657709	101658950	107		
chr11	101665528	101667754	828		
chr11	101696202	101696445	5		
chr11	101732918	101733723	664		
chr11	101772669	101772981	26		
chr11	101784344	101785430	273		
chr11	101791029	101791307	15		
chr11	101881633	101881833	10		
chr11	101892321	101894111	236		
chr11	101937098	101937805	60		
chr11	101963541	101964307	98		
chr11	101983225	101984079	236		
chr11	101984233	101985108	643		
chr11	102015884	102016185	13		
chr11	102026378	102027389	413		
chr11	102041549	102044133	677		
chr11	102051328	102051712	32		
chr11	102087231	102089036	603		
chr11	102145479	102145775	13		
chr11	102155718	102156572	399		
chr11	102184528	102185613	948		
chr11	102189670	102190333	365		
chr11	102217053	102217356	51		
chr11	102217572	102218903	353		
chr11	102229226	102230630	1099		
chr11	102244840	102245572	34		
chr11	102248804	102249283	59		
chr11	102276414	102276869	12		
chr11	102284855	102285627	671		
chr11	102295820	102297126	1556		
chr11	102297286	102297760	282		
chr11	102309205	102309744	47		
chr11	102316911	102319728	3195		
chr11	102406743	102408447	1114		
chr11	102429927	102430230	87		
chr11	102430396	102431194	740		
chr11	102437545	102438419	120		
chr11	102446657	102447700	571		
chr11	102455509	102456366	101		
chr11	102466913	102467736	79		
chr11	102555376	102556439	995		
chr11	102572919	102573494	66		
chr11	102578542	102579856	113		
chr11	102603343	102605241	634		
chr11	102697184	102698275	690		
chr11	102761237	102762103	114		
chr11	102774118	102774976	227		
chr11	102777714	102777990	40		
chr11	102818088	102819666	1089		
chr11	102836547	102837742	85		
chr11	102880392	102881576	640		
chr11	102893085	102893802	64		
chr11	102924656	102925604	181		
chr11	102948417	102949016	80		
chr11	102989876	102990299	24		
chr11	102997283	102997528	11		
chr11	103016457	103017162	586		
chr11	103027801	103028318	260		
chr11	103028464	103029260	551		
chr11	103101121	103102704	1033		
chr11	103103009	103103473	214		
chr11	103114993	103115991	697		
chr11	103116298	103117954	928		
chr11	103131893	103132930	1189		
chr11	103158732	103159505	39		
chr11	103164317	103164560	12		
chr11	103170588	103172062	792		
chr11	103199328	103199804	35		
chr11	103217842	103218612	90		
chr11	103223725	103224498	52		
chr11	103266550	103267445	474		
chr11	103267823	103268051	55		
chr11	103311953	103312379	17		
chr11	103332957	103333658	24		
chr11	103360451	103360793	102		
chr11	103362203	103363438	543		
chr11	103412104	103413164	750		
chr11	103697078	103698374	1228		
chr11	103721864	103722124	14		
chr11	103749200	103750006	59		
chr11	103809772	103810513	67		
chr11	103953363	103954470	660		
chr11	103966662	103967526	773		
chr11	104230830	104231296	231		
chr11	104231404	104232667	452		
chr11	104318867	104319573	47		
chr11	104440770	104442987	2616		
chr11	104468638	104469815	1276		
chr11	104549596	104550583	952		
chr11	104550691	104550966	81		
chr11	104571246	104571734	53		
chr11	104577472	104578161	51		
chr11	104578446	104578668	20		
chr11	104579020	104579379	25		
chr11	104607658	104608654	196		
chr11	105126054	105127130	826		
chr11	105156973	105157208	7		
chr11	105180766	105182655	2187		
chr11	105292199	105294142	346		
chr11	105362985	105363678	162		
chr11	105364469	105364669	16		
chr11	105589239	105590683	1074		
chr11	105943500	105944666	675		
chr11	105967626	105969230	322		
chr11	106031808	106032215	131		
chr11	106036357	106036696	163		
chr11	106036853	106037681	795		
chr11	106065650	106066942	692		
chr11	106083800	106084141	204		
chr11	106084515	106085691	1669		
chr11	106134575	106135309	49		
chr11	106159541	106160744	731		
chr11	106193014	106193622	385		
chr11	106193718	106194210	150		
chr11	106215744	106216357	599		
chr11	106216492	106217649	1382		
chr11	106255292	106256779	1172		
chr11	106271850	106272985	1027		
chr11	106273181	106273561	212		
chr11	106313935	106314544	10		
chr11	106365007	106365780	70		
chr11	106381241	106382635	409		
chr11	106387890	106388090	11		
chr11	106486944	106487858	923		
chr11	106500397	106500631	64		
chr11	106500868	106501566	684		
chr11	106580783	106581344	15		
chr11	106612012	106613088	985		
chr11	106613188	106613532	111		
chr11	106674961	106675320	14		
chr11	106712896	106713233	70		
chr11	106713453	106715269	664		
chr11	106751203	106751561	9		
chr11	106778819	106779755	517		
chr11	106786944	106788484	2267		
chr11	106788630	106789811	1205		
chr11	106919535	106920768	1388		
chr11	106998558	106999540	866		
chr11	107012030	107012798	380		
chr11	107025794	107026175	83		
chr11	107027525	107028683	694		
chr11	107130841	107132586	1475		
chr11	107188564	107189359	759		
chr11	107201885	107202833	105		
chr11	107337028	107337285	22		
chr11	107337411	107337908	77		
chr11	107413249	107413464	13		
chr11	107417050	107417423	14		
chr11	107449475	107449752	10		
chr11	107468933	107471095	1760		
chr11	107479427	107480302	993		
chr11	107547101	107548637	1038		
chr11	107703423	107703985	41		
chr11	107794203	107794985	68		
chr11	108214840	108215287	21		
chr11	108342944	108344422	971		
chr11	108424705	108425830	423		
chr11	108890703	108891939	75		
chr11	108920395	108922184	1431		
chr11	109011598	109012216	346		
chr11	109297775	109298232	38		
chr11	109312106	109312724	162		
chr11	109331522	109332018	51		
chr11	109362014	109362605	521		
chr11	109362831	109363844	1298		
chr11	109425288	109425704	101		
chr11	109425901	109426622	433		
chr11	109439700	109440683	258		
chr11	109472285	109474110	835		
chr11	109610499	109611460	594		
chr11	109622570	109622928	20		
chr11	109650262	109652194	2151		
